company,raw_label,normalized_label,office_url,source,discovered_at
Dell Technologies,"Round Rock, TX",round rock tx,"https://www.glassdoor.com/Location/All-Dell-Technologies-Round-Rock-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139794.htm",office-location,2026-06-28T06:54:04.144299+00:00
Dell Technologies,"San Marcos, TX",san marcos tx,"https://www.glassdoor.com/Location/All-Dell-Technologies-San-Marcos-Office-Locations-EI_IE1327.4,21_IL.22,32_IC1139795.htm",office-location,2026-06-28T06:54:04.144299+00:00
Dell Technologies,"Satellite Beach, FL",satellite beach fl,"https://www.glassdoor.com/Location/All-Dell-Technologies-Satellite-Beach-Office-Locations-EI_IE1327.4,21_IL.22,37_IC1154294.htm",office-location,2026-06-28T06:54:04.144299+00:00
Dell Technologies,"Wellesley, MA",wellesley ma,"https://www.glassdoor.com/Location/All-Dell-Technologies-Wellesley-Office-Locations-EI_IE1327.4,21_IL.22,31_IC1154708.htm",office-location,2026-06-28T06:54:04.144299+00:00
Dell Technologies,"Bengaluru, KA",bengaluru ka,"https://www.glassdoor.com/Location/All-Dell-Technologies-Bengaluru-Office-Locations-EI_IE1327.4,21_IL.22,31_IC2940587.htm",office-location,2026-06-28T06:54:04.144299+00:00
Dell Technologies,"Domlur, KA",domlur ka,"https://www.glassdoor.com/Location/All-Dell-Technologies-Domlur-Office-Locations-EI_IE1327.4,21_IL.22,28_IC4470560.htm",office-location,2026-06-28T06:54:04.144299+00:00
Lenovo,"Chicago, IL",chicago il,"https://www.glassdoor.com/Location/All-Lenovo-Chicago-Office-Locations-EI_IE8034.4,10_IL.11,18_IC1128808.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Morrisville, NC",morrisville nc,"https://www.glassdoor.com/Location/All-Lenovo-Morrisville-Office-Locations-EI_IE8034.4,10_IL.11,22_IC1138956.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"San Francisco, CA",san francisco ca,"https://www.glassdoor.com/Location/All-Lenovo-San-Francisco-Office-Locations-EI_IE8034.4,10_IL.11,24_IC1147401.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"San Jose, CA",san jose,"https://www.glassdoor.com/Location/All-Lenovo-San-Jose-Office-Locations-EI_IE8034.4,10_IL.11,19_IC1147436.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Bratislava, 02",bratislava 02,"https://www.glassdoor.com/Location/All-Lenovo-Bratislava-Office-Locations-EI_IE8034.4,10_IL.11,21_IC2907054.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Stuttgart, BW",stuttgart bw,"https://www.glassdoor.com/Location/All-Lenovo-Stuttgart-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2507190.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Beijing, 22",beijing 22,"https://www.glassdoor.com/Location/All-Lenovo-Beijing-Office-Locations-EI_IE8034.4,10_IL.11,18_IC2398510.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Bengaluru, KA",bengaluru ka,"https://www.glassdoor.com/Location/All-Lenovo-Bengaluru-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2940587.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Changping, 22",changping 22,"https://www.glassdoor.com/Location/All-Lenovo-Changping-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2405661.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Haidian, 22",haidian 22,"https://www.glassdoor.com/Location/All-Lenovo-Haidian-Office-Locations-EI_IE8034.4,10_IL.11,18_IC2405685.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,Hong Kong,hong kong,"https://www.glassdoor.com/Location/All-Lenovo-Hong-Kong-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2308631.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Shanghai, 23",shanghai 23,"https://www.glassdoor.com/Location/All-Lenovo-Shanghai-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2416009.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Shenzhenzhen, 02",shenzhenzhen 02,"https://www.glassdoor.com/Location/All-Lenovo-Shenzhenzhen-Office-Locations-EI_IE8034.4,10_IL.11,23_IC2441398.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Xiamen, 07",xiamen 07,"https://www.glassdoor.com/Location/All-Lenovo-Xiamen-Office-Locations-EI_IE8034.4,10_IL.11,17_IC2564138.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Buenos Aires, C",buenos aires c,"https://www.glassdoor.com/Location/All-Lenovo-Buenos-Aires-Office-Locations-EI_IE8034.4,10_IL.11,23_IC2242084.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Campinas, SP",campinas sp,"https://www.glassdoor.com/Location/All-Lenovo-Campinas-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2490130.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Indaiatuba, SP",indaiatuba sp,"https://www.glassdoor.com/Location/All-Lenovo-Indaiatuba-Office-Locations-EI_IE8034.4,10_IL.11,21_IC2480058.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Itu, SP",itu sp,"https://www.glassdoor.com/Location/All-Lenovo-Itu-Office-Locations-EI_IE8034.4,10_IL.11,14_IC2490672.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Martínez, B",mart nez b,"https://www.glassdoor.com/Location/All-Lenovo-Martínez-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2207815.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"São Paulo, SP",s o paulo sp,"https://www.glassdoor.com/Location/All-Lenovo-São-Paulo-Office-Locations-EI_IE8034.4,10_IL.11,20_IC2479061.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Sorocaba, SP",sorocaba sp,"https://www.glassdoor.com/Location/All-Lenovo-Sorocaba-Office-Locations-EI_IE8034.4,10_IL.11,19_IC2475809.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Vicente López, B",vicente l pez b,"https://www.glassdoor.com/Location/All-Lenovo-Vicente-López-Office-Locations-EI_IE8034.4,10_IL.11,24_IC2211608.htm",office-location,2026-06-28T06:54:21.238028+00:00
Lenovo,"Sydney, NSW",sydney nsw,"https://www.glassdoor.com/Location/All-Lenovo-Sydney-Office-Locations-EI_IE8034.4,10_IL.11,17_IC2235932.htm",office-location,2026-06-28T06:54:21.238028+00:00
